participant_id,age,sex,trip_id,trip_mode,trip_duration
3,45,Female,NA,NA,NA
2,27,Female,2,bus,75
2,27,Female,1,bus,45
1,53,Female,3,pedestrian,25
1,53,Female,1,bus,90
1,53,Female,2,bus,110
2,56,Female,2,bus,40
2,56,Female,3,pedestrian,30
2,56,Female,1,car,60
1,63,Female,1,bus,90
1,63,Female,4,pedestrian,20
1,63,Female,3,pedestrian,20
1,63,Female,2,bus,60
2,63,Female,NA,NA,NA
1,71,Male,2,pedestrian,20
1,71,Male,1,pedestrian,30
1,71,Male,3,pedestrian,15
2,22,Male,1,pedestrian,15
2,22,Male,2,pedestrian,15
1,55,Male,NA,NA,NA
1,50,Female,2,bus,30
1,50,Female,1,bus,20
1,83,Female,NA,NA,NA
2,73,Female,NA,NA,NA
1,49,Female,2,taxi,15
1,49,Female,1,taxi,60
1,49,Female,3,car,30
1,49,Female,4,bus,60
2,23,Female,2,bus,39
2,23,Female,4,bus,30
2,23,Female,3,bus,40
2,23,Female,1,bus,40
2,72,Female,1,pedestrian,15
2,72,Female,2,pedestrian,15
2,72,Female,3,car,40
2,72,Female,4,car,69
2,50,Female,NA,NA,NA
4,0,Female,NA,NA,NA
2,46,Female,1,car,30
2,46,Female,2,car,30
2,46,Female,4,car,20
2,46,Female,3,car,30
1,40,Female,2,bus,120
1,40,Female,1,bus,120
3,18,Female,1,bus,120
3,18,Female,2,bus,120
4,0,Female,NA,NA,NA
3,27,Male,1,bus,20
3,27,Male,4,pedestrian,30
3,27,Male,2,bus,150
3,27,Male,3,pedestrian,20
2,20,Male,1,bus,30
2,20,Male,2,pedestrian,20
4,4,Male,NA,NA,NA
2,55,Female,NA,NA,NA
3,21,Female,NA,NA,NA
4,20,Female,NA,NA,NA
2,43,Female,3,car,5
2,43,Female,2,car,30
2,43,Female,1,car,120
2,34,Female,2,pedestrian,30
2,34,Female,3,bus,120
2,34,Female,1,pedestrian,20
2,34,Female,4,bus,135
3,15,Female,2,pedestrian,25
3,15,Female,1,pedestrian,20
2,70,Female,1,pedestrian,10
2,70,Female,2,pedestrian,5
1,55,Female,1,bus,120
1,55,Female,2,bus,90
1,55,Female,2,pedestrian,1
1,55,Female,1,pedestrian,20
1,36,Male,1,cycle,126
1,65,Male,1,bus,90
1,65,Male,2,bus,90
1,43,Male,1,motorcycle,60
1,43,Male,2,motorcycle,45
4,3,Male,NA,NA,NA
1,39,Male,2,motorcycle,35
1,39,Male,1,motorcycle,35
2,72,Female,2,pedestrian,11
2,72,Female,1,pedestrian,10
3,43,Female,2,bus,115
3,43,Female,1,bus,115
5,4,Female,NA,NA,NA
4,49,Female,2,pedestrian,10
4,49,Female,3,bus,125
4,49,Female,1,pedestrian,10
2,31,Female,NA,NA,NA
4,8,Female,1,bus,60
4,8,Female,2,pedestrian,30
4,12,Female,NA,NA,NA
2,56,Female,2,bus,80
2,56,Female,1,bus,120
1,23,Female,1,pedestrian,5
1,23,Female,3,bus,130
1,23,Female,2,bus,69
2,20,Female,NA,NA,NA
5,11,Female,1,pedestrian,12
5,11,Female,2,pedestrian,10
1,58,Male,2,bus,90
1,58,Male,1,bus,30
1,74,Male,1,bus,120
1,74,Male,2,bus,90
2,27,Male,1,bus,120
3,15,Male,NA,NA,NA
2,28,Male,NA,NA,NA
2,52,Female,1,bus,120
2,52,Female,3,bus,100
2,52,Female,2,pedestrian,20
2,55,Female,NA,NA,NA
4,32,Female,1,cycle,30
4,32,Female,2,cycle,30
2,57,Female,5,bus,110
2,57,Female,4,bus,60
2,57,Female,1,pedestrian,10
2,57,Female,2,pedestrian,10
2,57,Female,3,bus,90
2,42,Female,3,car,47
2,42,Female,1,car,40
2,42,Female,2,car,30
3,12,Female,2,rail,45
3,12,Female,1,car,45
4,9,Female,2,car,70
4,9,Female,1,car,80
1,83,Female,1,taxi,30
1,83,Female,2,pedestrian,15
1,83,Female,3,taxi,30
3,42,Female,2,pedestrian,5
3,42,Female,1,pedestrian,30
1,46,Male,2,bus,150
1,46,Male,1,bus,90
3,21,Male,1,bus,60
3,21,Male,2,bus,60
1,36,Male,1,pedestrian,35
1,36,Male,4,pedestrian,30
1,36,Male,2,pedestrian,30
1,36,Male,3,pedestrian,20
1,54,Female,2,bus,30
1,54,Female,1,bus,45
1,54,Female,3,bus,20
1,54,Female,4,bus,45
2,40,Female,1,pedestrian,20
7,20,Female,1,bus,60
7,20,Female,2,bus,60
